epoch,train_loss,valid_loss,error_rate,accuracy,time
61,0.13157548010349274,2.7865610122680664,0.5786802172660828,0.42131978273391724,00:27
62,0.12547950446605682,2.821408748626709,0.5736040472984314,0.4263959527015686,00:29
63,0.11752435564994812,2.833343982696533,0.5583756566047668,0.44162437319755554,00:29
64,0.11375495791435242,2.8052759170532227,0.5685279369354248,0.4314720928668976,00:29
65,0.10835710167884827,2.9397072792053223,0.5583756566047668,0.44162437319755554,00:28
66,0.09965354949235916,2.975076198577881,0.5583756566047668,0.44162437319755554,00:28
67,0.10284853726625443,2.921510696411133,0.5583756566047668,0.44162437319755554,00:26
68,0.09241686761379242,2.9252092838287354,0.5482233762741089,0.4517766535282135,00:26
69,0.08856824040412903,2.93569278717041,0.5482233762741089,0.4517766535282135,00:29
70,0.08386506885290146,2.9193050861358643,0.5736040472984314,0.4263959527015686,00:29
71,0.07730335742235184,2.977442502975464,0.5736040472984314,0.4263959527015686,00:27
72,0.07693418860435486,3.0236165523529053,0.5786802172660828,0.42131978273391724,00:28
73,0.07432153820991516,3.0616607666015625,0.5786802172660828,0.42131978273391724,00:28
74,0.07116489112377167,3.0747227668762207,0.5736040472984314,0.4263959527015686,00:29
75,0.06456750631332397,3.0275774002075195,0.5736040472984314,0.4263959527015686,00:28
76,0.06087043881416321,2.986067295074463,0.5786802172660828,0.42131978273391724,00:27
77,0.05768437683582306,3.004528760910034,0.5685279369354248,0.4314720928668976,00:27
78,0.05461784079670906,2.9819347858428955,0.5482233762741089,0.4517766535282135,00:27
79,0.05095269903540611,2.9827890396118164,0.5634517669677734,0.43654823303222656,00:28
80,0.04981132224202156,2.963785171508789,0.5532994866371155,0.4467005133628845,00:28
81,0.045817237347364426,2.9717843532562256,0.5685279369354248,0.4314720928668976,00:29
82,0.04887238144874573,2.982116460800171,0.5736040472984314,0.4263959527015686,00:27
83,0.04463328421115875,2.9705116748809814,0.5736040472984314,0.4263959527015686,00:28
84,0.04008322209119797,2.983335494995117,0.5634517669677734,0.43654823303222656,00:26
85,0.04584197700023651,3.016709804534912,0.5583756566047668,0.44162437319755554,00:25
86,0.042688701301813126,3.0288379192352295,0.5685279369354248,0.4314720928668976,00:26
87,0.03807280957698822,3.003817081451416,0.5634517669677734,0.43654823303222656,00:27
88,0.03577420115470886,2.9692869186401367,0.5583756566047668,0.44162437319755554,00:27
89,0.03742319345474243,2.9777748584747314,0.5685279369354248,0.4314720928668976,00:26
90,0.03859149292111397,2.956864595413208,0.5685279369354248,0.4314720928668976,00:28
91,0.036154989153146744,2.937065839767456,0.5583756566047668,0.44162437319755554,00:26
92,0.03757540136575699,2.9547667503356934,0.5634517669677734,0.43654823303222656,00:27
93,0.03994676470756531,2.954516649246216,0.5685279369354248,0.4314720928668976,00:29
94,0.03554020822048187,2.9683547019958496,0.5583756566047668,0.44162437319755554,00:26
95,0.03528658673167229,2.993906021118164,0.5583756566047668,0.44162437319755554,00:25
96,0.03790535032749176,2.946091413497925,0.5634517669677734,0.43654823303222656,00:26
97,0.03497971594333649,2.9598453044891357,0.5634517669677734,0.43654823303222656,00:25
98,0.035960447043180466,2.974152088165283,0.5482233762741089,0.4517766535282135,00:26
99,0.037275008857250214,2.9569835662841797,0.5583756566047668,0.44162437319755554,00:27
